,words,rating,tips,tips_code,steps,step_code,tips_groups,tips_groups_code
3781,i wo not allow you to believe for one second what he said,1,"activity,demand,person,where,when,action,why,thismany,negative,realistic",11,"facts,proposals",12,"demanding,negative,realistic,precise",4
3782,i wo not allow you to go and tell what was said,1,"activity,demand,person,where,when,action,why,thismany,negative,realistic",11,"facts,proposals",12,"demanding,negative,realistic,precise",4
3783,i wo not allow you,1,"activity,demand,person,where,when,action,why,thismany,negative,realistic",11,"facts,proposals",12,"demanding,negative,realistic,precise",4
3784,i wo not hesitate to say that all the blame goes to you in this case,0,"generalisation,reproach",334,facts,4,"judgemental,fault",89
3785,i wo not take no for an answer so do it immediatly,1,"denial,activity,demand,person,where,time,action,why,howmany,positive,realistic",130,"facts,proposals",12,"fault,realistic,precise,demanding,positive",65
3786,i wo not take no for an answer,1,morality,416,facts,4,judgemental,87
3787,i wo not tolerate any more mistakes understand ?,1,morality,416,facts,4,judgemental,87
3788,i won t insult your intelligence by suggesting that you really believe what you just said,0,provocation,494,facts,4,provocation,138
3789,i won t tolerate lies,4,"fact,feeling",216,facts,4,"fact,feeling",58
3790,i wonder how it is for you to hear this ?,4,"fact,feeling",216,facts,4,"fact,feeling",58
3791,i wonder how you can be so stupid,0,provocation,494,facts,4,provocation,138
3792,i wonder how you could be so stupid,1,provocation,494,facts,4,provocation,138
3793,i wonder how you could believe such nonsense,1,provocation,494,facts,4,provocation,138
3794,i wonder how you could have messed it all up so fast,1,provocation,494,facts,4,provocation,138
3795,i wonder how you could,1,provocation,494,facts,4,provocation,138
3796,i wonder if my parents are coming,4,fact,208,facts,4,fact,56
3797,i wonder if you know what you re talking about,0,"morality,reproach",438,facts,4,"judgemental,fault",89
3798,i work in london,4,fact,208,facts,4,fact,56
3799,i work in the morning,4,fact,208,facts,4,fact,56
3800,i work my ass off so that in the end i get crapped on,2,"labelling,reproach,generalisation",409,facts,4,"judgemental,fault",89
3801,i work my butt off to make sure you do not lack for anything,1,sacrifice,597,facts,4,fault,63
3802,i work on the computer,4,fact,208,facts,4,fact,56
3803,i worked alone,4,fact,208,facts,4,fact,56
3804,i worry about that,4,feeling,254,emotions,0,feeling,72
3805,i worship the rain that waters the grass that grows on the ground you walk on,4,feeling,254,emotions,0,feeling,72
3806,i worship you,4,feeling,254,emotions,0,feeling,72
3807,i worship,4,fact,208,facts,4,fact,56
3808,i would appreciate it if we took the time to explore our feelings,4,"fact,feeling",216,facts,4,"fact,feeling",58
3809,i would appreciate to have some time for myself to recharge my batteries,5,feeling,254,emotions,0,feeling,72
3810,i would be ashamed to wear this hat i need to be able to choose a style that makes me look good,4,"fact,feeling,need",227,"facts,needs",10,"need,fact,feeling",96
3811,i would be grateful if you could send me a copy,5,"activity,person,where,when,action,why,thismany,positive,realistic",67,"facts,proposals",12,"realistic,positive,precise",170
3812,i would be happy if i could have a day alone with myself,5,feeling,254,emotions,0,feeling,72
3813,i would be happy if i could taste that delicious cake,5,feeling,254,emotions,0,feeling,72
3814,i would be keen to participate,4,feeling,254,emotions,0,feeling,72
3815,i would be more comfortable if i could undress out of sight,5,feeling,254,emotions,0,feeling,72
3816,i would give up everything else just to be with you,4,"fact,feeling",216,facts,4,"fact,feeling",58
3817,i would hate to be in your shoes,1,feeling,254,emotions,0,feeling,72
3818,i would have called but you kept interrupting me,2,reproach,561,"facts,emotions",5,fault,63
3819,i would insult your intelligence but that would mean you had some to begin with,0,provocation,494,facts,4,provocation,138
3820,i would like everyone to have a fair share,4,"fact,selfempathy",250,facts,4,"fact,feeling",58
3821,i would like him to spend at least one evening a week at home with the children and me,4,"activity,person,location,time,action,why,thismany,positive,realistic",31,"emotions,proposals",3,"realistic,positive,precise",170
3822,i would like things to be transparent between us,4,"activity,person,where,when,action,why,thismany,positive,realistic",67,"facts,emotions,proposals",8,"realistic,positive,precise",170
3823,i would like to accept myself better as i am,4,"feeling,selfempathy",299,emotions,0,feeling,72
3824,i would like to be able to rest,5,"feeling,selfempathy",299,emotions,0,feeling,72
3825,i would like to be in front of a fire and make love to you tenderly,5,"feeling,empathy",273,emotions,0,"empathy,feeling",20
3826,i would like to be included in this circle,4,"feeling,empathy",273,emotions,0,"empathy,feeling",20
3827,i would like to be on time to pick up my son from school can we end this meeting at 5 00 ?,4,"feeling,activity,person,location,time,action,objective,thismany,positive,realistic",260,"facts,emotions,proposals",8,"realistic,positive,feeling,precise",165
3828,i would like to be part of the team in charge of the project as a volunteer,4,"activity,person,location,when,action,why,thismany,positive,realistic",36,"emotions,proposals",3,"realistic,positive,precise",170
3829,i would like to contribute to your life,4,"feeling,empathy,activity,person,where,when,action,why,thismany,positive,realistic",275,"emotions,proposals",3,"empathy,feeling,precise,realistic,positive",26
3830,i would like to explore this forest because i feel adventurous,4,"feeling,selfempathy",299,emotions,0,feeling,72
3831,i would like to express my interest in the position,4,"activity,person,where,when,action,why,thismany,positive,realistic",67,proposals,18,"realistic,positive,precise",170
3832,i would like to have time to grieve,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
3833,i would like to know more about sado masochism,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
3834,i would like to opt out for now,4,"feeling,activity,person,where,time,action,why,howmany,positive,realistic",265,"emotions,proposals",3,"realistic,positive,feeling,precise",165
3835,i would like to point out that i have absolutely nothing to do with this story and that you are putting things on my back without me knowing what they are,1,reproach,561,facts,4,fault,63
3836,i would like to receive the newsletter,4,"feeling,fact",279,facts,4,"fact,feeling",58
3837,i would like to reveal to you the feelings that i have,4,"feeling,activity,person,where,when,action,why,thismany,positive,realistic",268,"emotions,proposals",3,"realistic,positive,feeling,precise",165
3838,i would like to share your joys and sorrows,4,"feeling,empathy",273,emotions,0,"empathy,feeling",20
3839,i would like to take time to eat,4,"feeling,activity,person,where,when,action,why,thismany,positive,realistic",268,"facts,proposals",12,"realistic,positive,feeling,precise",165
3840,i would like to understand more about technology stack of the project,4,"activity,person,where,when,action,why,thismany,positive,realistic,feeling",68,"facts,proposals",12,"realistic,feeling,positive,precise",155
3841,i would like to watch television because i heard that an attack was committed,5,"activity,person,where,when,action,objective,thismany,positive,realistic,feeling",57,"facts,emotions",5,"realistic,feeling,positive,precise",155
3842,i would like us to go faster because i have something to do at 4pm,4,"activity,person,where,time,action,objective,thismany,positive,realistic,feeling",47,"facts,emotions,proposals",8,"realistic,feeling,positive,precise",155
3843,i would like us to implement preventive maintenance on our machines to avoid breakdowns,4,"activity,person,where,when,action,objective,thismany,positive,realistic,feeling",57,"facts,proposals",12,"realistic,feeling,positive,precise",155
3844,i would like us to play and laugh together,4,"feeling,empathy",273,"facts,proposals",12,"empathy,feeling",20
3845,i would like us to talk openly about how we feel,5,"activity,person,where,when,action,why,howmany,positive,realistic,feeling",61,"emotions,proposals",3,"realistic,feeling,positive,unprecise",156
3846,i would like you to do this,4,"activity,person,where,when,action,why,thismany,positive,realistic,feeling",68,"emotions,proposals",3,"realistic,feeling,positive,precise",155
3847,i would like you to do this work within the next hour because i would like to present it in the next meeting,4,"activity,person,where,time,action,objective,thismany,positive,realistic,feeling",47,"facts,emotions,needs",6,"realistic,feeling,positive,precise",155
3848,i would like you to drive at or below the speed limit,4,"activity,person,where,when,action,why,thismany,positive,realistic,feeling",68,"emotions,proposals",3,"realistic,feeling,positive,precise",155
3849,i would like you to drive at or below the speed limit,4,"activity,person,where,when,action,why,thismany,positive,realistic,feeling",68,"facts,emotions,proposals",8,"realistic,feeling,positive,precise",155
3850,i would like you to give me a massage,5,"activity,person,where,when,action,why,thismany,positive,realistic,feeling",68,"facts,emotions,proposals",8,"realistic,feeling,positive,precise",155
3851,i would like you to give me the documents 3 days in advance,4,"activity,person,where,time,action,why,thismany,positive,realistic,feeling",53,"facts,emotions,proposals",8,"realistic,feeling,positive,precise",155
3852,i would like you to give me the documents a little bit in advance,3,"activity,person,where,time,action,why,howmany,positive,realistic,feeling",51,"facts,emotions,proposals",8,"realistic,feeling,positive,precise",155
3853,i would like you to go on a personal development course which i think will help you to become more confident,5,"empathy,activity,person,where,when,action,objective,thismany,positive,realistic,feeling",181,"emotions,proposals",3,"empathy,feeling,precise,realistic,positive",26
3854,i would like you to knock before you enter my office,5,"activity,person,where,time,action,why,howmany,positive,realistic",50,"emotions,proposals",3,"realistic,positive,precise",170
3855,i would like you to listen to me carefully,4,"activity,person,where,when,action,why,howmany,positive,realistic,feeling",61,"emotions,proposals",3,"realistic,feeling,positive,unprecise",156
3856,i would like you to look me in the eye,4,"activity,person,location,when,action,why,howmany,positive,realistic,feeling",34,"emotions,proposals",3,"realistic,feeling,positive,precise",155
3857,i would like you to show respect for my privacy,3,"activity,person,location,when,action,why,howmany,positive,realistic,reproach",35,"facts,emotions,needs,proposals",7,"realistic,precise,positive,fault",176
3858,i would like you to tell me about this story,4,"feeling,activity,person,location,when,action,why,howmany,positive,realistic",263,"emotions,proposals",3,"realistic,positive,feeling,precise",165
3859,i would like you to tell me how you feel about what i did and what you d like me to do differently,5,"feeling,activity,person,where,when,action,why,thismany,positive,realistic",268,"emotions,proposals",3,"realistic,positive,feeling,precise",165
3860,i would like you to tell me how you feel about what i just said and your reasons for feeling as you do,4,"feeling,activity,person,where,when,action,why,thismany,positive,realistic",268,"facts,emotions,proposals",8,"realistic,positive,feeling,precise",165
3861,i would like you to tell me one thing i did that you liked,5,"feeling,activity,person,where,when,action,why,thismany,positive,realistic",268,"emotions,proposals",3,"realistic,positive,feeling,precise",165
3862,i would like you to tell me what i could do to encourage you to express yourself freely in my presence,5,"feeling,activity,person,where,when,action,why,thismany,positive,realistic",268,"facts,emotions,proposals",8,"realistic,positive,feeling,precise",165
3863,i would like you to tell me what needs of yours are met by drinking and to discuss with me other ways of meeting those needs,4,"feeling,activity,person,location,when,action,why,thismany,positive,realistic",264,"emotions,proposals",3,"realistic,positive,feeling,precise",165
3864,i would like you to tell me what you heard me say,5,"feeling,activity,person,location,when,action,why,thismany,positive,realistic",264,"emotions,proposals",3,"realistic,positive,feeling,precise",165
